tweet,label
amina ana fakhora fik bzaf a bent bladi,0
عاشت الصداقة الاخوية بين المغرب والسينيغال',0
hbibti matkhli ta klam silbiy i2atar fik mab9a wa9t bghina la9ab khlik dima top darbi 3la eval bzf ghnily,0
plllllz hada dafi3 lina bach nzido nsowto b9owa li chrfat lmghrib dyalna♥ibtissam♥ pllz voté,1
"وسائل إعلام موريتانية : محللين كيتوقعو باش تخرج نواكشوط بموقف جديد حول الصحرا كينسجم مع مواقف مريكان وألمانيا وإسبانيا والدول العربية الكبرى,",1
"خبار زوينة من “مامدا” للفلاحة: تعويضاتكم لمواجهة تأثير الجفاف غتكون موجودة فالبدية ديال أبريل الجاي.. وها التفاصيل,",1
إغضب...فإن الارض تحزن عندما يعتليها رجالا عاجزين هامدين و من الكرامة محرومين',2
o zaydon blasst abdsalma 3and ibtissam maghaybedelhach maw9if homa 3arfin ach kidor binathom,1
o lbenj l dok likayhsabhom rah hadak howa rai jdid,1
lah lah 3la jaw emmmmm jaw wa3ar o f motanawal à sidi bennour,0
ghadi nsktouh b hhhhhhhh,1
السياسة في بلادنا إمتداد للخديعة والمكر ومهما يكن اوصيك بأن تفجر امكاناتك الفكرية في العمل الإنساني الذي يتلاءم مع من يملك طيبوبة في القلب أما السياسة مسرحها ملوث وتفوح منه روائح كريهة أزكمت الانوف والصدور .',2
alef mabrouk lik à hanan hna lmgarba nmouto fik w salami l rafa w 3abas w jami3 tolab hani ognia nti ou rafa w 3abas pliz,0
a7la jich o ncha allah nbyno bli howa l a9waa lt3 lt3,0
اللهم إحفظ المملكة المغربية الشقيقة وشعبها الطيب الكريم، من الفتن ما ظهر منها وما بطن.,0
رائع اختي عفاف بالتوفيق استمري الى الامام الله معاك﻿ ',0
machi lghold ghir chwya w safi,1
o 3laach o mafkhbariich,2
"فكسيدة خايبة.. شخص مات بعدما تصاطحات طوموبيلتو مع كاميو ديال البوطاكَاز فطريق “تيزطوطين” نواحي الناظور – تصاور,",1
#لا_لقمع_الأطر',2
عصام الشوالي يتحسر على عدم مشاركة المغربي أشرف حكيمي كأول لاعب عربي في كلاسيكو الأرض',2
tbrk allah 3la a7la w arwa3 fananatyn mghribyatyn mazidan mina ta2alo9 yarbi,0
dayrin ki lqhab kayshab lihom ra kaydiro tchwiq ola maerft,1
الاستفتاء دق مسمار نعشه كوفي عنان على مايربو عشرات السنوات لدى يجب نسيان هده الكلمة .',0
fsara7a ma3rftch wach yt7asbo but ok njerbo lyoum,1
"محاين رئيس الحكومة الصبليوني قبل ما يجي المغرب. جبهة من حلفاؤو اليساريين كيوجدو مقترح ضد موقف سانشيث من الصحرا,",1
شفشاون المدينة الزرقاء التي لفتت أنظار العالم ببساطتها وجمالها الساحر',0
#لا_للقمع #المعركة_بدأت_المعركة_بدأت',2
daaaaze a khouya nta ba9i khayfe mn l3ine la ma tjibch loral 😅😅😅,2
ana kal3ab pubg mara mara o ntoma,1
"الجمعية المغربية لحقوق الإنسان : السلطات رحلات الحراگة بالقوة من الحدود مع سبتة ومليلية بعد المرحلة الجديدة بين الرباط ومدريد,",1
": شفت هاد العجب ونا نتفكر الثريد ديال قبيلة. هذاك """"""""""""""""عبر""""""""""""""""هو واحد من الميديا اللي دعيتهم ومخديت لا حق لا باطل، كنت بغيت نعلق على ه…",1
on dit un panino des panini machi ara wa7ed panini kefta,1
hhhhhhhhhhhhhhhhhhhhh my clothes on malni hbila n7iyedhom lol ghadi n7iyed ghi tshirt w serwal safi loool,1
wlh li gal 3lik ghabi howa li ghabi hit mahamlakch ewa dir nafs o wsal final salami haydi hanane soha ali ctt hbibi ihab jtm bzf,0
wa mni machdouhch ra rajel wla ghi jathoum zmla 3la ni9ab,2
asooom hbiba dyalii lmotawadi3a w ra9iiya♥ nowartii donyaaa fhal li mwelfaa dayman tab3an wesali slami l minaaaa,0
اما كان العرب يستمعون لنغمات عبد الحليم وفريد الأطرش وأم كلتوم عرقين في النوم كانت اسراءيل تبني الأسلحة النووية ',2
من قال الدولة مديونة اني اعتبر المغرب من اغنى بلدان العام  بدليل الفاسدة لا يحاسب بل نزكيه,2
يجب على كل من يتق في العادلة العادلة والتنمية أن يذهب ويصوت بكثافة على هذا الحزب لأنه يحب الخير للوطن والمواطنين حتى تكون أغلبية مريحة لتشكيل الحكومة,0
"أزمة مصفاة المحمدية.. رئيس الحكومة: ياريت نلقاو شي حد ياخد “سامير” ويخدمها.. واليماني لـ”كَود”: الحل بسيط وهو التفويت للدولة أو تشجيع الخواص للاستثمار,",1
والله اننا نفتخر بك وبامثالك من امة محمد وستبقى الاردن واهلها باذن الله قلعة الصمود والاباء ',0
hhhh dhaktini hit dima ghir kanchofhom ihato 3lih kan3lab 9anat 7ata nchof ftwitter kayhdro 3la chi had akhor nrja3ha,1
awiliii avec ihaab rah galih ba9i 5jours bl2ichara hit ihab kan tala3 lih dam man dakchi li jah 3la abas awiliiiii,1
"كييف: القوات الأوكرانية رجعات السيطرة على كثر من 30 بلدة محيط العاصمة,",1
hihihihihihih ntouma wa3rin la3bin chamipons league 7na la3bin ghir 3la albaa2,1
"من بعد الفشل ديالهم.. قيادة البوليساريو كتحاول تجر الانتباه باجتماعات عسكرية خاوية فالرابوني,",1
hadok li tchj3i li 3ndhom jomhour ri khtiwha 3likom hanane wakha ykoino 3ndha ri 10 d nass baraka 3liha mohim ykouno awfya2,0
lghzala ya sahira w malikat ljamilat hna kanbghiwk w kanhema9o 3lik wm3ak tal lfinale wbghinak thelay f raphael w f ihab,0
"زلزال ضرب الريف. قوتو 4.3 درجة ومس الساحل المتوسطي لهاد المناطق فهاد الساعة,",1
ah tayn9lohm f med1 o 2m olola,1
"القطاع الصحي فبلادنا واكل العصا.. تقرير رسمي: محتاجين لـ32 ألف طبيب إضافي وما بين 10 آلاف و14 ألف كادر هاجرو للخارج,",1
شوفو الجهل ديال العماري واش النهاري قال كلام ديال العيب قال كلام كلنا عارفينو',2
ghaytnaweb 3lih m3a biufal bayna,1
الله على صحراء في المغرب',0
"بين فبراير ومارس.. مندوبية التخطيط: ثمن الخضرا والحوت واللحم والديسير تزاد وليصانص والمازوط طلعو – أرقام,",1
"ههههههه يااااك المشة , واخا على مك",1
"مذكرة حطاتها نقابة موخاريق لرئيس الحكومة قبل فاتح ماي.. كتطالب بزيادة 1000 درهم فصاليرات الموظفين والرفع من السميكَ فالقطاع العام لـ4000 درهم,",1
لو كان الخوخ يداوي كون داوا راسو هذا مثل مغربي الجهل والامراض نفسية تغلب على بعض المريضات ويفعلن ما يفعلن ولكن لايفلح الساحر مهما عمل',2
demain corée de sud contre uzbekistan à 730 dit à bouto ghi jib lmanta o batt temak,1
السياحة والمتعة في شلالات أوزود بالمغرب',0
"الشتا اللي جات مؤخرا عتقات الموسم الفلاحي.. وزارة الفلاحة: بدلات من الغطاء النباتي والربيع فبلايص السرحة والبهايم حالتهم مزيانة,",1
"لجنة العدل والتشريع: النيابة العامة خاصها الدعم باش تطور عملها والرفع من عدد قضاتها ضروري منو,",1
"نايضة ففرنسا مع بداية حملة الدوزيام تور ديال الانتخابات الرئاسية.. الآلاف من المحتجين خرجو للشارع ضد مارين لوبان,",1
"وزير النقل: لارام بادرات باقتراح تشغيل تدريجي لعدد من الطيارين المتدربين بشركة فرعية كتملكها,",1
la ban li chi nas kayhedro 3la chi sa7afi w chi nas 3la saad w chi nas 3la les fans lemgharba mafhemt walou,1
tana ghi 9otlik machnahach f lirae talfazi ama hadra li9al modi3 ma9ssad fiha waalo hadik asilat modi3in,1
إغضب...فإن الله لم يخلكم خاضعين',2
nihad cv 3lik ntmnaw tgoli lbety twassrl m3a sahafya zalfa ou tawl tchofha hit hya sahafya kbira ou ma3roufa,0
dhktni oihab mbanch lik bli howa tab3 bnt hya b3da ila drtha rah bnt howa fihya nkhwa rajl mghrba osir chof fi youtub tkhsare lhdra,2
لا بد للمغرب من يسار و لابد لمنيب ان تكون لبؤة تزأر في انتخابات الدولة الدمقراطية  الوحيدة عربيا عاش الملك,0
نتمنى  ان تفوز العدالة و التنمية,0
machi page dyal real sada lmala3ib,1
iyeh hadak howa tamanhom f blassthom rah shipping li ghali mn korea l morocco 3ad kfess db m3a corona choufi form rah fiha détails kifach kan 7essbo taman m,1
hamdolilah et toi saraha bakimalkit stage hwa li mbrztnii ohamdolilah rmdan zwin ontii,0
"دري شعل فراسو العافية وحاول ينتاحر فالداخلة,",1
dakchi li kayenaji sme3t ibtissam 3tat lel kelba yemmaha bloque hal hada lkalamo sa7i7on ya gholam,2
أخزاهم الله، عن أي إسلام يتحدرون، خزعبلات يحطمون بها عقول الضعفاء، الله المستعان',0
نعمة و تستاهلينها',0
اقروه في التوراة المحرفه',2
"حسب معيار “إيزو 9001”.. المعهد الوطني للصحة خدا للمرة السادسة شهادة نظام إدارة الجودة,",1
ana déja swat min ch7al hadits7ab li wach bdat ljawla taniya,1
بلاد لحكرة ولقمع ودال حسبي الله ونعم الوكيل اصبحت اتمنى الحرب في هاده دولة من كترة الحكرة هيا لحل الوحيد',2
عبارة رائعة',0
"اتحاد الباطرونا فمليلية وسبتة وافقو على طلب الاندماج فاللجنة الأوروبية للأقاليم,",1
الفلسفة بريئة من هذا المجرم...لقد استراح العالم منه العقبى ﻷمثاله من الظلاميين',2
ihab thla f bnat bladk o t9rb mnhom 7na m3akom w khirna maydih ghirna w ghni yakhti ghir gari gari,0
merayam momkin chi tliba ghira pliz manak,1
"عاجل. ماكرون رئيس لفرانسا و41 بالمائة من لفرانسيس صوت على اليمين المتطرف,",1
حرام. حرام. حرام .حرام ماذا وقع لهؤلاء تجار الدين ',2
"لقاو مفتش شرطة شانق راسو وسط دارو فالعيون,",1
هد شوف تقي عندها جوج وجاه لبارح گالة مارايكوم في تعرابت والملاهي واليوم الاداء وسير شوف ليركب عليك الاباقين تفووووو',2
هاد السيدة خاصها تدعيكم على لكدوب والنفاق ديالهاد الحكومة,2
#كفى_من_العبث',2
"الصين سدات شنگهاي بسباب كورونا. المركز المالي للصين و25 مليون مواطن تسد عليهم,",1
akid hta nti tstahli ya rab souka tafarahkom ntoum tstahlo habaybi,0
hhhhhhhhhhhh ya akhouya maridd f rasso hadaa da2imann lahi2nii off,2
جمال بحر مدينة الحسيمة‎',0
"عاجل: الخارجية الموريتانية على خزعبلات الدزاير: القصف وقع خارج الأراضي الموريتانية وماعندنا لاش نصدرو بيان,",1
"اتفاقية إلغاء الفيزات لصحاب الباسبورات الدبلوماسية بين المغرب واسرائيل دخلات حيز التنفيذ,",1
إنا لله وإنا إليه راجعون رحمة الله عليهم',2
حزب النذالة والتعمية مصيره هو مزلة التاريخ.',0
hbebe saad i cant wait w singl w lclip aykon buuz kif l 3ada w good luck,0
وإذا أسند الأمر إلى غير أهله فانتظر الساعة',2
"الغلوسي: كاين منتخبين يسحاب ليهم النصوص القانونية محطوطة غير ديكور بلا تطبيق ومستافدين من ضعف آليات الرقابة وعين ميكة اللي دايرينها بعض العمال – تدوينة,",1
بالتوفيق',0
"النايلي المدير الجهوي للفلاحة فجهة كازا سطات لـ”كَود”: الشتا اللي صبات مؤخرا كانت سبب فانتعاش الموسم الفلاحي والفلاحة فالمنطقة متفائلين,",1
aussi knt chayfaha rir hya ou dak nwiess li dekhel flkher mai db drt lihom bjoj bloc,2
ra wa7da min fans 7anan hiya li nawdat had sda3,2
الله يرحمهم ويغفرلهم ويرزق ذويهم الصبر والسلوان',2
دلل الحب ❤ديالنا انت بتأمر أمر حبيب القلب💙 قربنا نوصل',0
#لا_للقمع #المعركة_بدأت_المعركة_بدأت',2
منك لله يا ترامب ربنا كبير وقادر على نصر فلسطين الله منتقم جبار',2
dawiw ma3aha tafi9 chwia rah fi dar ghaflon radi takharj 3ala bantha,2
الحزب الوحيد إلي فيه الضوء في المغرب هو العدالة و التنمية',0
kan machi howa hadak ghir bnti mcha 3tach o jou3 hhhh,0
raje hbiba tbark lah 3lik akhti dima katdiri jhdk w aktar bash tferhi basouma rebi ysshel lik omour ahbiba,0
hna f settat lbatikh o dalah desserts mojoud,1
عندما كان المغربي يجاهد لتحرير ارضه في الصحراء ماء العينين وفي الاطلس حمو الزياني وفي الريف الخطابي وفي الشمال الريسوني وغيرهم الكثير في باقي المناطق كان الجزائري يقدم النبيذ للفرنسي ولا يعرف معنة الشرف او الحرمة او العرض بعد المسرحية المفبركة نع فرنسا اصبح الجزائري وحده من قاوم الاستعمار واصبح المرتزق الموريتاني والتشادي يطالب بالصحراء المغربية انه البيترودولار الليبي والجزائري مع الدعم الاعلامي واللوجيستي المصري والسوري انظروا ما فعل الخليج بسوريا وهم ما كام سيحصل للمغاربة لولا بسالة المجاهدين المرابطين اسود الوغى قهروا الحركي ومرتزقته بامكانيات بسيطة فما بالكم اليوم وقد انقلبت الاية واصبح المغرب اقوى والعدو اضعف بكثير لم تبقى الا الضربة القاضية الضربة الساحقة الفتاكة باستقلال الجمهورية القبايلية الامازيغية الشقيقة عن الاحتلال الجزائري الذي فرضته عليهم فرنسا',0
habibti ya bassom ya malik ana kantsta 3lik bizou alghzala,0
"الشبيبة التجمعية دافعات على حكومة أخنوش وانتاقدات البيجيدي,",1
"مزاعم “تعذيب” محابسي فالناظور.. مندوبية السجون: رونها وسط الحبس وبغا يسلت من عقوبة تأديبية فحقو والهضرة اللي راجت فهاد القضية كلها كذوب,",1
ماشاء الله عليك يا نبض القلوب!!! وسامة وخلق وطيبة قلب وحسن النشأة والتربية ',0
أتمنى أن يفوز السيد بن كيران بالولاية التانية بادن الله لأنه احسن نخبة سياسية في تاريخ المغرب',0
"طنجة : “متدعشش”صايم بالجميل تحرش بسياح كانو كيشربو القهيوة فطيراس كافي,",1
"مدير صبيطار محمد الخامس فطنجة كيهدد اللي كيخرجو الفايك نيوز على المؤسسة ديالو بالمتابعة القضائية,",1
بسم الله مشاء الله تدوم الابتسامه',0
iwa rak bsah dima hadra fkol wa9t tchj3i f saad lil onharsa3dat saad bik,0
مساء النور استاذة نجوى بالتوفيق والنجاح',0
chano 9alat lik 9olti nadiro blok l hadikdarato,2
ya rabi tal 3lina ya rabi ch7al dya3t dyal rétwitat 😭 😭 😭,2
اللهم اغثنا بقنوات تساعد على توعية الأمة لا لجهلها و انحرافها... اللهم آمين ',2
"تقرير : شركة صبليونية غادي تكلف بصيانة الشطر المغربي من خط أنابيب “ميدگاز”,",1
nn f khayalk a wldi hsseb akbar tajamo3at skania f modon w chof chkon aktaria,1
fach kano ihabiyn ou souhabiyn ou sahlawiyn id wa7da kano tichaklo 9owa wakha kan ma3your min fans maba9ich ou fans 3abas,1
noooo way mabrouk de3i m3aya ndir nefss lhaja,1
أكيد الديو سيكون مفاجئة رائعة، ننتظر بفارغ الصبر',0
نجوى نتي لي غنيتيها كتجي معاك مستقبل الأغنية المغربية بيدك أنت فقط',0
wahad l video fih rana ta hiya galtha wa ra b sif hit ghir lghna w 3am kamal w hiya masdouda w ghir f lkhala,1
goaaaaaaaaaaaal kaabi wakha hakak d3inak lah,2
wahd nes nes karima goli ach bghiti tchrbi ila diti chi haja ktr mn 10dh atkglsiha nti ldinmok,2
mni ina w9t onti ghabra bach n9olole jadid hhh,1
uii ana ma3ndich m3ah howa wdik lbl7asa dyal janat yalah bant lihom loghnia lmghribia,1
is7abli ghi chi bnt bzazlha sghar katbrred 3la kerrha,2
وإذا لم يحبك أحد فاعلم أنني مـت .. ♥',0
لدواعي امنية.تعني تفادي همجية بعض العقول الضعيفة.لا تجيد كيفية الحوار المتبادل',2
francais o dakchi nssito wa7d tu merite,1
إنه عصر الدهب الرقمي',0
oppaapapaaa 😳 zin li 3tak lah metlo manel9a 👌💙,0
"the """"""""""""""""thanks for your application, we appreciate and value your skills but for the moment unfortunately we can't hire you"""""""""""""""" look.",1
عاش محمد السادس الله حفطو لينا,0
صورة معبرة على حصيلة بنكيران صورة وضحت معاناة المطلقات واﻷرامل لي سرق لهم حزب بنكيران المنافق فلوسهم,2
الدولة المخزنية كتدخل ملايير الدولارات من خيراتنا وثرواتنا والشعب المغربي ظايعين ومشردين ومحرومين من ابسط حقوق ',2
كان الله في عونكم أيها الأطباء المخلصون',2
ربنا يحميها',0
hhhhhh chmn in9isamat bel3aks kanchof f hadi bli mta7din tbarkllah,0
sam3o lghna dyal bsa7 f mbc najat lmaghribiya litastahl taswit ntoma 7dyin i zwa9 tfo 3la lmorahi9at,2
نفس الإبتسامة 😁',0
"وضعية صحاب الاحتياجات الخاصة.. بوعياش: كاين ضعف فالبرامج الصحية الخاصة بيهم وكيعانيو بزاف فولوج سوق الشغل,",1
"رئيس حكومة مليلية باقي كيستفز المغرب : الانضمام إلى الناتو غادي يعاون فتعزيز أمننا ودفاعنا واخا جارنا مباغيش مايمكنش نعيشو تحت صباط المغرب,",1
واضح جدا من كثرة ما انت بتفكر في الفقراء وتساعدهم',2
مدرب فاااشل',2
فيصل فجر تقريبا هاد الموسم. احتياطي و ضعف مستواه قد يفقد مكانه في راسيا',2
امشيو البرلمان ومجلس المستشارين ويختارو كاين شي حمير تماك ع ناعسين يخدوهم فابور,2
hit nty aslan khel3a o sehra meghribya hrbooch theti sb3k fiha la nti la fhalk,2
"الخارجية الإسبانية دارت منشور رسمي كيعتارف بمغربية الصحرا -وثيقة,",1
دموع رجال سي بنكيران رجل محترم واحنااا ك مغاربة معه وديمااااا معه احﻻ رئيس حكومة داااز ف تاريخ المغرب ل لفاسد,0
hhhhhhhhhhhhhhhhhhhhhhhhh hafih ghire nti ou la ma3reftihch rah yehafdo lik mzn hwa hafdo hsan menak wa tlahi,1
"الكَيرا فأوكرانيا.. واشنطن وحلفاءها ناويين يصيفطو دبابات للعاصمة كييف وزيلينسكي كيحذر من هجوم جديد على خاركيف,",1
"إدارة الديوانة عينات مدير إقليمي فالعيون,",1
"رسميا. الخميس الجاي غتبدا الحركة ديال الناس فالحدود بين مليلية والناظور,",1
قمة و تحفة و مهارة في التصوير و سرد التاريخ.  فكرة مغايرة تماما عن محتوى اليوتييرز العرب ككل،  تحياتي لكي،  متبعتك من الجزائر،  بالتوفيق﻿ ',0
3lache su ju homa lawlin o exo homa tanin 3lache machi hna lawlin bgina nkono lawlin 3afakon armyy yalllah,1
اللهم ان هذا منكر ربي عاطي خيرو .البشار راهوم يحرمونا منو ',2
"اللي عندهوم اكثر من 65 عام ممنوع يحجو.. حصة الحجاج المغاربة هاد العام هي 45 فالمية واللي غادي يمشي ضروري يكون داير 3 جلبات ضد “كورونا” وها التفاصيل كولها,",1
أسفي حاضرة المحيط وأفضل مدينة في المغرب وشمال إفريقيا ',0
safi ssalina mafia li ysada3 rassi fado jo9a 3liya hhhhhhhh,1
سعدوشية و افتخر',0
شهية طيبة من ميناء الدارالبيضاء‎',0
"حتى لطناش الفرنسيون صوتو فالانتخابات الرئاسية قل من المرة الفايتة: 25.48 بالمائة,",1
tani haja fach kharjat farha kanat f 3ayniha tgoul 3arss 3andha skatna likom,2
je crois que zakaria fahham taykdeb impossible ykoun hadak le resultat dyal mghrib no way nass tayswto bezzaf,2
"واش هجوم ارهابي ولا اعتداء مصطي وواش غادي يعاون اليمين المتطرف يوصل للاليزي؟ واحد ضرب قس بموس فنهار الانتخابات الرئاسية ففرانسا,",1
حبيبي وينو مشتاق عيني تتلاقيه تسلملي عينو يسلملي قلبو وكل شي فيه',0
saaaaaa7iiiiiiii777 ma3mro w9f m3a hanane wala souka wala ihab,2
"هكـذا تبـدو مـدينـة """""""""""""""" إفـران المغربيـة """""""""""""""" فـي فـصـل الشتاء والتـي تصنـف ضمـن أجمـل المـدن العـالميـة من حيـث المساحـة الخضـراء ونظـافتهـا'",0
ghir siri ila jat ibtissam nfy9k hhhh,1
"ضربة جديدة ضد مافيات الحشيش. تضبطات كثر من جوج طن فطنجة,",1
nti hmara w mreda wbagha tjbdi sda3 aji mrehba tfo syad kayhder 3la haja fchkel o nti kadkhli lbrhuch flhdra htarmi,2
بنكيران ماعرفنا عنه الا صدقا,0
قناة تأسست لتحليل المجتمع المغربي وإفساده بدعم من جهات أجنبية ذات أهداف ماسونية ',2
fadel attaque hadi sad3atni,2
حلوة ههههه أغنية روووعة يا عسل يا مغربي سعد لمجرد راك باقي حي اقتل العدو يا رايس هههههههه أغنية ولا حلوة',0
و هدا من اسباب الموت والامراض والهجرة والدعارة والتسول والاجرام ووو. ونعم التوزيع العادل و إلا فلا !',2
waaw hadechy adna fel maghrib o d,0
،اصمدوا ضد الظلم ورالفرج قريب ان شاء الله ',0
مورننغ تيوزدااااي🌞,1
hhhhhhhhhhhhhhhhhhhhhhhhh khatira hanan machi bhalk hbila p,2
hadchi li bgha i3tina had si twitter,1
"لمكافحة غسل الفلوس وتمويل الإرهاب.. الداكي والجواهري سيناو على مذكرة تفاهم وها تفاصيلها,",1
الكلاخ المبين..',0
غاتوصليها قبل ماتنعسي اليوم😊,1
قمر اصطناعي ب500 مليون يورو، تنظيم بطولات وتظاهرات لا جدوى منها، مشاريع ضخمة في افريقيا يستفيدوا منها فقط الاجانب، برلمانيون ومسؤولون يتمتعون بكل الامتيازات المادية والمالية واطفالنا يموتون بالبرد في الازقة والشوارع، كيف لا تكون كاعي في هذا البلد.',2
تحياتي الدكتورة منيب,0
"اوجار : التجمع الوطني للأحرار نظم أكبر عملية استماع للمواطنين فتاريخ المغرب السياسي.. وإضرابات الأساتذة المتعاقدين فوضى ماكاينا حتى فشي بلاصة فالعالم,",1
"فضيحة بادي تعاودات بمنطقة الغندوري بطنجة.. بعدما كشفتها “گود” معطيات جديدة ورطات “السي دي جي” ف الفضايح والتلاعبات,",1
"نزار بركة ومعاه صحراويين من “الميزان” شاركو فمؤتمر الحزب الشعبي فإسبانيا وهضرو على مجهودات المغرب فملف الصحرا,",1
الخارجية للملك و الداخلية للملك ولبنكيران السكن الوزاري و سيارت مرسديس ..و بالبلابلا ...,2
جبوبتي عفاف اسعدك الله .... ننتظر قدومك الى مدينة الجديدة﻿',0
إذا بقي على هذا المستوى سيحقق جائزة أفضل مدافع في الكالتشيو كما فعلها من قبل',0
مغاااااااربة و نفتخر و إنشاء الله نصل',0
: قولها ليهم، راه بنادم في راس كياص، الأب ديالي استاذ ثانوي مند ستينات، سيد بنى فيلا و ديور و قرأ جل ابنائه ف…,2
...مبروك يابني ...اتمنى ان ابني مثلك في اخلاقك ..تحياتي الى الوالدين هم سر كل هذا النجاح',0
موفقة اختي عفاف في مسيرتك ومزيدا من التألق والنجاح اتابعك منذ مدة عبر الانستغرام ما شاء الله عليك قلبا وقالبا﻿',0
ana rah dakchi li kandir dima khdam dlil🙂,1
"الحملة متواصلة على البزناسة ففاس.. آخرهم “جاب الله” و”الطويل” اللي طاحو فيد البوليس وها المحجوزات – تصويرة,",1
حسبي الله ونعم الوكيل فيهم في كل واحد بساند فيهم الله ينتقم منهم',2
يعني البلاد الانًكلها خيرات وفيه ناس تسافر الى كل دول العالم على حساب الفقراء و المتشردين ... و إنما ايّام معدودات.....',2
ah rja3 kan 5asni nda5l num ta3 tel,1
"أشكرك على صدقك و تفانيك وأسأل الله أن ينجيك من كل سوء وأن يجعل لك طريق لنجاح. إنه سميع الدعاء.""""""""""""""""'",0
لاحولة ولاقوة الا بالله. وكان هؤلاء الاطفال لييوا مغاربة. لايطلبون الا مأوى وتعليم. علموهم وابحثوا لهم عن شغل والا فانتظروا مزيدا من الاجرام بالشوارع',2
: زعنا مكانش ليقولي وف ليلة القدر اتمناك قدري والو مكانش 🙄🙄🙄🙄 غي نمشي فحالي خليتلكم le dieu 😩😩,1
hhhh lah yster mn zinha yla gelsat fedar hhhh aussi aussi 3ellah soon,1
واكيد ان شعبنا لن يسمح لرجل مثله بالتنحي عن رئاسة الحكومة',0
روعه',0
"ارتفاع قياسي مقارنة بالعام الفايت.. الداخلية الإسبانية كشفات فتقرير خاص عدد الحراكَة اللي دخلو لمليلية فهاد الفترة من 2022,",1
nta hwa kimmo tuolema,1
habibti kanouz ga3 mgharba kayhma9o 3lik w9tach atzourina,0
nonsakn f mohammedia anjibou f 3rsi 3la 9blk 😂,1
hhhhhh ggltha lihom chehal hadii kn kherjt mezyan wa3er 9ble zen li fik kon daroha fe film,1
"إضرابات “أساتذة الكونطرا”.. الحكومة: مزال كنقولو نكلسو بشكل حضاري مصلحة للتلميذ ولبلادنا.. واللي دار الإضراب غادي يتقطع ليه من المانضة,",1
كيانكم اضعف من أن تكون لكم عاصمه، انتم حثالة العالم.',2
مارادونا يبقى الأفضل عبر التاريخ',0
شكرا لكلية الناظور على تنظيم هذه الندوة ',0
wach hadchi du marche badr vrai,1
قولوا ليهم را المواطن يغتصب',2
yallah alkol hojoum 3la had l page rache7o hanane,0
rabii dima jay mn jihtna kamal 9lk ana mab9itch mn lajna monadimaa tasslo b mihrajan,1
مزال صغير على فريق كالريال مدريد شوف غير الحركة الرياضية ديالو ههه',2
الله المستعان ولاحول ولاقوة الا بالله اللهم احفظ بلدنا الغالي المغرب وملكنا امير المؤمنين محمد السادس وجميع العيون الساهرة على هذا الوطن,0
حفظك الله لنا و شافاك و عافاك و بارك في عمرك يا حبيب الملايين♥',0
inti o yaha mahchamtoch chi jiyin hata l3andu o ka thadro fiya,2
و من يسكن الصحراء?اوليس الصحراويون المغاربة انفسهم لماذا تريد الجزائر والبوليزاريو حرمان الصحراويين من ثروات بلادهم?لعبتكم السياسية فاشلة بكل المقاييس فلن تنخروا ولو حبة رمل من المغرب الشريف,0
النهاري وامثاله ياكلون الغلة ويلسون الملة ',2
طلقو ولاد الناس وكفى من الظلم. ما لقيتو باش تعمرو الحباسات. المجرمين والمفسدين والمرتشيين مهرقين من ما دوزتي الله يهدينا ويهديكم لما فيه الخير لهذا الوطن.',2
ouiiiiii rak rir chhal ma dkhalti l twitter tbedelt 3lk hhh,1
ya akhi hadak wjhak wla gfak kont na7tarmk lyoma ta7ti mn nadari ya3ni ba3d kol hada watara anna taraji yasta7i9 al kass f you,2
"مركز ابحاث: وضعية الصرف عند الابناك المغربية تحسنات,",1
ههههههههه تي كيغندير نشرح لك,1
بسلامة بلا رجوع',0
hhhhh hta haja ma b3ida aham haja tafahom o mat3raf lmktab ach mkhabi,1
وين 907 الف عضو سمعوووونا مبروووك',0
tamchi t9awad f stin dahia,1
الزاكى كمدرب صعيف جدا',2
ana ra ntoma li mrdtoni ila ma3jbkomch chi tasarof ntjm3o o ngoloh liha f social media o manwdoch fitna binatna,2
مناظر مخجلة..يكفي ان تسقط اولى قطرات الغيث الذي ينتظره الكل حتى تغرق شوارعنا وتشل الحركة كاشفة بؤس تجهيزاتنا وتردي حالة شوارعنا حتى في كبريات مدننا التي تجعلها بضع ملمترات تئن ولا تتنفس تحت الماء.',2
waw basoma 9albi saghir la yt7amal,0
rah nti hotalat lmojtama3 siri chofi ghi hdrtk wili m3amn hdrt rapha w hanan wli jay wa3r wa3r yalah tirii,2
la tomatil lmaghrib safi khalihom y9olo li bghaw,1
نجم يستحق مكانة بين كبار الكالتشيو',0
matkounch kat khaf ali ghir it3adda 4lik chi hawed sur twitter goulha liya,1
la hadi wydada al oumaa 😊 site na3ess makigoule walou wlaa ma3ert wakhedine conge,1
احترمتي لهد المودرب الدي اعط الشيء الكتر لي الكورة المغربي',0
حراك الشعبي المبارك المقدس عرى وشوه وفظح الدولة المخزنية.',2
loool chorale w comparse hhhhhhhh single samo 3ala ra2y si7ifa ljazayria chkoun hadik charfa li m3a kif ma 9al jomhor samo,2
hhhhhhhhhhhhhhhhhhhhhhhhhh relaax relaaax jaya jawla f europa w jay mawazin hhhhh kheliw lih chwia dyal sab w lm3your lol,2
t2akadt beli hena a9wa jaych o a9wa fans daz f mawassim starac netmanaw neb9aw dima comme ça,0
"جنايات فاس ضربات شيباني اغتاصب بنت بنتو بـ7 سنين نافذة,",1
